ocnt_batch,enzyme,mean,std,size,cv
OCNT-0454435-AA-001,CYP3A4,55490.75,4118.20564688069,4,0.07421427259283196
OCNT-0454445-AA-001,CYP2J2,21532.25,2375.101769749386,4,0.11030439316603635
OCNT-0454445-AA-001,CYP3A4,35233.875,3383.081863602081,4,0.09601787664859686
OCNT-0454454-AA-001,CYP2J2,16897.5,502.1316228506894,4,0.029716326252445
OCNT-0454454-AA-001,CYP3A4,22151.875,2665.834340158193,4,0.1203435077237567
OCNT-0454455-AA-001,CYP2J2,14075.0,1439.6911127043884,4,0.10228711280315371
OCNT-0454455-AA-001,CYP3A4,26359.25,2858.1041064547203,4,0.10842888574047897
OCNT-0454474-AA-001,CYP2J2,136494.375,8630.084176636594,4,0.06322666539655274
OCNT-0454474-AA-001,CYP3A4,197753.875,19513.659760003164,4,0.09867649754020326
OCNT-0454477-AA-001,CYP2J2,11217.375,576.166407530556,4,0.05136374664576659
OCNT-0454477-AA-001,CYP3A4,20234.875,1592.105177377843,4,0.07868124598634006
OCNT-0454506-AA-001,CYP2J2,14366.375,1377.1491310554086,4,0.09585919419863456
OCNT-0454506-AA-001,CYP3A4,30582.75,1377.646634663621,4,0.045046525726549144
OCNT-0454509-AA-001,CYP2J2,14378.75,2025.8552309251188,4,0.14089230502826175
